,Defendant_Sex,Defendant_Race,Defendant_Age,Defendant_AgeGroup,Defendant_IndigencyStatus,PriorConvs_Fel,PriorConvs_Misd,PriorFTAConvs,PriorVPRAIViolConvs,PriorVPRAIViolConvs_Fel,PriorVPRAIViolConvs_Misd,WhetherDefendantWasReleasedPretrial,BondTypeAtInitialContact,BondAmountAtInitialContact,ContactEvent_WhetherOffensePunishablebyIncaration,CaseType_MostSerChargeinContactEvent_regardlessofFinalDisp,CurrentCharge_VPRAIViolent,CurrentCharge_PSAViolent,FinalDispositionAllCharges_v1,ImposedSentenceMostSeriousConvictionInContactEvent,VPRAI_TotalPoints_Opt1,VPRAI_RiskLevel_Opt2,VPRAI_TotalPoints_Opt2,VPRAI_RiskLevel_Opt2,VPRAI_PTPlacementRiskLevel,PSA_FTA_TotalPoints,PSA_FTA_RiskLevelScale,PSA_NCA_TotalPoints,PSA_NCA_RiskLevelScale,UnemploymentRate_October2017_BureauofLaborStatistics,GiniIndex,WhiteAlonePercentage_PopulationEstimate_2017_Census,AfricanAmericanAlonepercentage_PopulationEstimate_2017,AsianAlonepercentage_PopulationEstimate_2017_Census,Male_MedianAge_2017Census,Female_MedianAge_2017Census,FollowUp_ArrestedforNewOff,FollowUp_ChargedWithNewFTA,NewArrest_VCC,NewArrest_Type,NewArrest_VCCClassification,NewArrest_Disposition,FollowUp_ArrestedForNewOffPunishableByIncarceration,NewArrestPunishableByIncarceration_Type,FollowUp_NewFelonyArrest,NewFelonyArrest_VCC,NewFelonyArrest_VCCPrefix,NewFelonyArrest_VCCClassification,NewFelonyArrest_Type,NewFelonyArrest_Disposition,FollowUp_NewVPRAIViolentArrest,NewVPRAIViolentArrest_VCC,NewVPRAIViolentArrest_VCCPrefix,NewVaCode297ViolentOff_VCC,NewVaCode297ViolentOff_Disposition,recid
12441,M,B,31,3,1,0,0,0,0,0,0,1,1, ,1,M,1,1,5,.328542094455852,0,1,1,1, ,0,1,0,1,2.8,.39,90.9,4.5,1.7,39.6,41.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12442,F,W,38,4,0,0,0,0,0,0,0,1,4, ,1,F,0,0,1, ,3,2,4,2, ,1,2,0,1,2.8,.39,90.9,4.5,1.7,39.6,41.5,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
12443,M,W,39,4,1,5,3,0,2,0,2,0,1, ,1,F,1,1,5,36,9,5,10,5, ,2,3,9,6,4,.4,96.4,1.5,.7,43.9,46.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12444,M,W,54,5,0,0,0,0,0,0,0,1,3,2500,1,M,0,0,5,0,0,1,1,1, ,0,1,0,1,4,.4,96.4,1.5,.7,43.9,46.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12445,F,W,19,2,1,0,0,0,0,0,0,1,3,2500,1,M,0,0,1, ,0,1,1,1, ,0,1,2,2,4,.4,96.4,1.5,.7,43.9,46.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12446,M,W,69,7,1,1,8,0,2,0,2,1,3,2500,1,M,1,0,5,.985626283367556,3,2,4,2, ,2,3,5,4,3.1,.49,80.4,16.1,1.5,47.6,49.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12447,M,W,29,3,1,0,4,0,0,0,0,1,2,5000,1,F,0,0,1, ,5,3,6,3, ,1,2,3,3,2.6,.41,88.2,7,1.7,39.3,41.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12448,M,B,40,4,0,8,4,0,4,3,1,0,1, ,1,F,0,0,5,312,10,6,11,6, ,7,6,11,6,4,.4,38.4,59.5,.8,39.3,45.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12449,M,W,26,3,9,0,4,0,0,0,0,1,2,5000,1,M,1,1,3, ,2,2,3,2, ,3,4,4,3,4,.4,38.4,59.5,.8,39.3,45.2,1,0,LIC6859F9,F,F9,8,1,F,1,LIC6859F9,LIC,F9,F,8,0, , , , ,1
12450,M,B,36,4,1,0,0,0,0,0,0,0,2,500,1,M,0,0,5,6,0,1,1,1, ,0,1,0,1,4.5,.44,61.3,36.3,.6,44.3,48.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12451,M,B,50,5,1,2,7,0,5,1,4,0,1, ,1,F,1,1,5,60,5,3,6,3, ,2,3,9,6,4.5,.44,61.3,36.3,.6,44.3,48.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12452,M,W,26,3,0,0,0,0,0,0,0,0,1, ,0,S,0,0,5,0,0,1,1,1, ,0,1,0,1,4.5,.44,61.3,36.3,.6,44.3,48.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12453,F,B,36,4,1,1,3,0,0,0,0,1,1, ,1,F,1,1,5,60,5,3,6,3, ,1,2,5,4,3,.39,86.3,9.5,1.8,41,44.2,1,0,CON3210S9,M,S9,1,1,M,0, , , , , ,0, , , , ,1
12454,M,W,25,2,0,0,0,0,0,0,0,1,2,1000,1,F,0,0,3, ,3,2,4,2, ,0,1,0,1,3,.39,86.3,9.5,1.8,41,44.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12455,M,W,40,4,0,0,6,0,2,0,2,1,3,2000,1,S,0,0,5,.328542094455852,3,2,4,2, ,1,2,4,3,3,.39,86.3,9.5,1.8,41,44.2,1,0,ASL1315M1,M,M1,1,1,M,0, , , , , ,1,ASL1315M1,ASL, , ,1
12456,M,B,24,2,1,4,0,0,0,0,0,0,1, ,1,M,0,0,5,2,6,4,7,4, ,1,2,1,2,3,.39,86.3,9.5,1.8,41,44.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12457,F,W,39,4,1,0,3,0,0,0,0,1,2,1500,1,M,0,0,5,10.9199178644764,2,2,3,2, ,1,2,3,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12458,M,B,23,2,1,0,0,0,0,0,0,1,3,1500,1,S,0,0,5,.328542094455852,0,1,1,1, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12459,M,B,24,2,1,0,0,0,0,0,0,0,1, ,1,F,1,1,5,126,0,1,1,1, ,2,3,1,2,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12460,F,W,54,5,1,1,6,0,3,0,3,0,1, ,1,M,1,0,5,12,7,4,8,4, ,1,2,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12461,M,W,45,4,1, , , , , , ,0,1, ,0,S, , ,1, , , , , , , , , , ,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12462,F,B,20,2,1,0,0,0,0,0,0,0,1, ,1,F,0,0,5,24,3,2,4,2, ,0,1,2,2,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12463,F,W,27,3,1,0,0,0,0,0,0,1,3,2000,1,S,0,0,1, ,0,1,1,1, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12464,F,B,34,3,1,3,13,1,1,1,0,1,2,2500,1,S,0,0,5,.328542094455852,4,3,5,3, ,2,3,5,4,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,0,REG6701M2,M,M2,1,1,M,0, , , , , ,0, , , , ,1
12465,M,W,32,3,1,0,6,0,1,0,1,1,1, ,1,F,0,0,5,12,8,5,9,5, ,5,5,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,0,CON3210S9,M,S9,1,1,M,1,NAR3022F5,NAR,F5,F,1,0, , , , ,1
12466,M,B,33,3,0,3,5,2,1,0,1,1,1, ,1,F,0,0,5,60,6,4,7,4, ,6,5,7,5,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,0,LIC6863M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
12467,M,W,46,5,1,2,18,1,5,0,5,0,1, ,1,M,0,0,5,12,4,3,5,3, ,2,3,6,4,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,1,CON3210S9,M,S9,0,1,M,0, , , , , ,0, , , , ,1
12468,F,B,47,5,1,0,3,1,0,0,0,1,3,2500,1,S,0,0,2, ,5,3,6,3, ,3,4,6,4,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12469,F,B,26,3,1,0,0,0,0,0,0,1,1, ,1,M,0,0,5,12,0,1,1,1, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,0,SEX3627M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
12470,M,W,35,3,1,0,5,0,0,0,0,0,1, ,1,S,0,0,5,.328542094455852,4,3,5,3, ,4,4,7,5,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12471,M,B,30,3,1,2,7,0,0,0,0,0,1, ,1,F,0,0,1, ,11,6,12,6, ,3,4,7,5,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12472,M,W,25,2,1,0,0,0,0,0,0,1,2,2500,1,F,0,0,5,12,3,2,4,2, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12473,M,B,45,4,0,0,0,0,0,0,0,1,2,1500,1,F,0,0,5,12,3,2,4,2, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12474,M,B,21,2,1,0,0,0,0,0,0,1,3,1000,1,S,0,0,5,.328542094455852,0,1,1,1, ,0,1,2,2,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,1,REC6646M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
12475,M,B,19,2,1,0,1,0,0,0,0,0,1, ,1,F,1,1,5,120,2,2,3,2, ,1,2,5,4,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12476,M,B,33,3,0,0,5,1,0,0,0,0,1, ,1,F,0,0,5,60,6,4,7,4, ,3,4,6,4,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12477,M,B,24,2,0,1,2,0,0,0,0,1,2,3500,1,F,0,0,5,72,5,3,6,3, ,1,2,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,0,NAR3042F9,F,F9,1,1,F,1,NAR3042F9,NAR,F9,F,1,0, , , , ,1
12478,M,B,31,3,0,0,4,0,0,0,0,0,1, ,1,S,0,0,5,.328542094455852,6,4,7,4, ,1,2,2,2,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
12479,F,W,34,3,1,0,0,0,0,0,0,1,3,4500,1,F,0,0,5,60,3,2,4,2, ,0,1,0,1,4.1,.45,74.6,22.5,.7,45.8,48.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12480,M,W,46,5,0,0,1,0,0,0,0,1,3,1000,1,M,0,0,5,.985626283367556,2,2,3,2, ,1,2,1,2,3.4,.41,72.8,23.4,1,43.1,45.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12481,M,W,33,3,0,0,3,1,0,0,0,1,2,500,1,S,0,0,2, ,3,2,4,2, ,2,3,1,2,3.4,.41,72.8,23.4,1,43.1,45.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12482,M,B,34,3,0,3,0,0,2,2,0,1,2,2500,1,M,0,0,1, ,2,2,3,2,3,5,5,4,3,3.1,.38,78.7,16.2,1.3,39,41.4,1,0,CON3210S9,M,S9,1,1,M,0, , , , , ,0, , , , ,1
12483,F,W,25,2,1,0,3,0,0,0,0,1,4, ,1,M,0,0,1, ,2,2,3,2, ,1,2,3,3,4.6,.48,94.6,3.7,.3,42.1,47,1,0,CON3210S9,M,S9,0,1,M,0, , , , , ,0, , , , ,1
12484,M,B,59,6,0, , , , , , ,1,2,2500,0,S, , ,4, , , , , , , , , , ,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12485,M,W,28,3,1,2,3,0,1,0,1,0,1, ,1,S,0,0,5,.985626283367556,8,5,9,5, ,2,3,8,5,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12486,M,B,51,5,0,1,1,0,0,0,0,1,4, ,1,M,0,0,5,.985626283367556,2,2,3,2, ,1,2,4,3,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12487,M,W,45,4,1,0,0,0,0,0,0,0,1, ,1,F,1,1,5,12,0,1,1,1, ,0,1,0,1,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12488,F,W,25,2,1,0,0,0,0,0,0,1,5, ,1,F,0,0,1, ,3,2,4,2, ,2,3,3,3,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12489,F,W,50,5,1,0,17,0,0,0,0,0,1, ,1,S,0,0,1, ,4,3,5,3, ,1,2,3,3,3,.45,80.3,16.1,.7,44.7,45.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12490,M,B,22,2,0,0,0,0,0,0,0,1,3,2500,1,M,0,0,5,.985626283367556,0,1,1,1, ,0,1,2,2,3,.45,80.3,16.1,.7,44.7,45.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12491,M,W,28,3,1,0,0,0,0,0,0,1,3,2500,1,M,1,1,5,6,0,1,1,1, ,1,2,3,3,2.6,.46,87.3,9.3,.6,45.5,46.9,1,0,BUR2213A9,F,A9,0,1,F,1,BUR2213A9,BUR,A9,F,0,1,ASL1315M1,ASL, , ,1
12492,M,W,23,2,1,0,0,0,0,0,0,1,2,1500,1,S,0,0,5,0,0,1,1,1, ,0,1,0,1,2.6,.46,87.3,9.3,.6,45.5,46.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12493,M,B,28,3,1,1,9,3,3,1,2,0,2,1000,1,S,0,0,5,.328542094455852,8,5,9,5, ,5,5,10,6,4.3,.46,62.4,34.5,.9,46.7,50.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12494,M,W,54,5,1,11,15,1,0,0,0,0,1, ,1,F,0,0,5,120,6,4,7,4, ,2,3,4,3,4.3,.46,62.4,34.5,.9,46.7,50.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12495,M,W,49,5,0,0,0,0,0,0,0,1,3,2000,1,M,0,0,5,3,0,1,1,1, ,0,1,0,1,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12496,M,W,48,5,0,0,15,0,4,0,4,1,2,5000,1,F,0,0,3, ,3,2,4,2, ,1,2,5,4,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12497,M,W,26,3,1,0,2,0,0,0,0,1,2,1000,1,F,0,0,5,12,2,2,3,2, ,1,2,3,3,3.2,.5,86.5,4.2,6.5,27.5,31.6,1,1,NAR3021M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
12498,M,W,20,2,0,0,3,0,0,0,0,0,1, ,0,S,0,0,1, ,4,3,5,3, ,2,3,6,4,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12499,F,W,36,4,0,0,5,1,0,0,0,1,4, ,0,M,0,0,5,0,3,2,4,2, ,2,3,3,3,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12500,M,B,36,4,1,2,4,4,0,0,0,1,1, ,1,F,0,0,5,120,8,5,9,5,5,3,4,7,5,3.2,.5,86.5,4.2,6.5,27.5,31.6,1,0,LIC6808M2,M,M2,0,1,M,0, , , , , ,0, , , , ,1
12501,F,W,55,5,0,1,11,0,0,0,0,1,2,1500,1,F,1,1,5,12,2,2,3,2,2,1,2,6,4,2.9,.39,81.8,13.4,1.1,42.3,44.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12502,F,W,31,3,1,9,5,3,0,0,0,1,2,1500,1,F,1,1,1, ,5,3,6,3,5,4,4,5,4,2.9,.39,81.8,13.4,1.1,42.3,44.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12503,F,B,22,2,1,0,0,0,0,0,0,1,3,3000,1,S,0,0,5,0,0,1,1,1, ,0,1,2,2,3.5,.47,57.3,39.7,.6,39.6,45.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12504,M,W,30,3,1,7,12,2,1,0,1,1,1, ,1,M,1,0,5,3,9,5,10,5, ,5,5,9,6,3.3,.39,82.2,13.4,1.1,42.3,45,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12505,M,W,26,3,0,0,1,0,0,0,0,1,3,5000,1,S,0,0,1, ,4,3,5,3, ,2,3,4,3,4,.44,92.3,5.6,.3,48.5,51.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12506,M,B,28,3,0,0,0,0,0,0,0,1,4, ,0,M,0,0,5,0,0,1,1,1, ,0,1,0,1,3.8,.43,76.2,21.5,.5,45.7,48.2,1,0,VAN2922M1,M,M1,0,1,M,0, , , , , ,0, , , , ,1
12507,M,W,49,5,1,0,0,0,0,0,0,1,3,1000,1,S,0,0,2, ,0,1,1,1, ,0,1,0,1,3.8,.43,76.2,21.5,.5,45.7,48.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12508,M,B,49,5,1,0,0,0,0,0,0,1,3,1000,1,M,0,0,5,24,0,1,1,1, ,0,1,0,1,3.1,.37,87.6,9.9,.6,44.2,46.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12509,M,W,32,3,1,0,5,2,0,0,0,1,2,2500,1,F,0,0,5,12,6,4,7,4, ,2,3,3,3,4.1,.45,63,33.1,1.6,29.6,34.7,1,0,LAR2383F9,F,F9,0,1,F,1,LAR2383F9,LAR,F9,F,0,0, , , , ,1
12510,M,W,21,2,0,0,0,0,0,0,0,1,1, ,1,F,1,1,5,6,0,1,1,1, ,0,1,2,2,4.1,.45,63,33.1,1.6,29.6,34.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12511,M,B,45,4,0, , , , , , ,0,1, ,0,S, , ,1, , , , , , , , , , ,4.1,.45,63,33.1,1.6,29.6,34.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12512,F,W,22,2,1,0,0,0,0,0,0,1,3,2500,1,F,0,0,5,12,3,2,4,2, ,0,1,2,2,4.1,.45,63,33.1,1.6,29.6,34.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12513,F,B,18,2,1,0,0,0,0,0,0,1,2,1000,1,M,0,0,1, ,0,1,1,1, ,0,1,2,2,4,.4,60.7,32.7,2.1,36.8,38.2,1,0,REC6624F6,F,F6,1,1,F,1,REC6624F6,REC,F6,F,1,0, , , , ,1
12514,M,W,31,3,1,0,0,0,0,0,0,0,1, ,1,F,1,1,1, ,0,1,1,1, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12515,M,B,32,3,9,0,0,0,0,0,0,1,4, ,1,M,0,0,3, ,0,1,1,1, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12516,M,W,22,2,0,0,0,0,0,0,0,1,2,3500,1,M,0,0,5,.985626283367556,0,1,1,1, ,0,1,2,2,3,.38,62.9,22.1,9.1,34.5,36,1,0,OBS3712M4,M,M4,1,0, ,0, , , , , ,0, , , , ,1
12517,M,W,19,2,1,0,0,0,0,0,0,1,1, ,1,M,1,1,1, ,0,1,1,1,3,0,1,2,2,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12518,M,W,23,2,1,0,0,0,0,0,0,0,1, ,1,F,1,1,5,120,0,1,1,1, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12519,F,W,54,5,99,4,7,0,1,0,1,1,2,1000,1,M,0,0,9, ,5,3,6,3, ,3,4,8,5,3,.38,62.9,22.1,9.1,34.5,36, , , , , , , , , , , , , , , , , , , ,0
12520,M,B,26,3,99,0,14,0,0,0,0,1,1, ,1,S,0,0,9, ,4,3,5,3,4,2,3,3,3,3,.38,62.9,22.1,9.1,34.5,36, , , , , , , , , , , , , , , , , , , ,0
12521,F,W,26,3,0,0,0,0,0,0,0,1,4, ,1,F,0,0,1, ,3,2,4,2, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,1,0,LIC6809M1,M,M1,0,1,M,0, , , , , ,0, , , , ,1
12522,M,B,69,7,99, , , , , , ,1,3,2500,0,S, , ,9, , , , , , , , , , ,3,.38,62.9,22.1,9.1,34.5,36, , , , , , , , , , , , , , , , , , , ,0
12523,F,W,23,2,1,0,1,0,0,0,0,1,2,2500,1,M,1,1,1, ,6,4,7,4, ,1,2,1,2,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12524,M,B,32,3,0,0,2,0,0,0,0,1,3,2500,1,M,0,0,5,3,2,2,3,2, ,1,2,3,3,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12525,M,B,28,3,1,2,2,0,0,0,0,1,3,2500,1,S,0,0,1, ,2,2,3,2, ,1,2,4,3,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12526,F,W,30,3,0,0,0,0,0,0,0,1,1, ,1,M,0,0,5,3,0,1,1,1, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12527,M,W,23,2,0, , , , , , ,1,4, ,0,M, , ,5,0, , , , , , , , , ,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12528,F,B,39,4,1,1,5,2,0,0,0,1,1, ,1,S,0,0,1, ,3,2,4,2,4,6,5,6,4,3,.38,62.9,22.1,9.1,34.5,36,1,1,LAR2359F9,F,F9,0,1,F,1,LAR2359F9,LAR,F9,F,0,0, , , , ,1
12529,M,A,29,3,1,0,0,0,0,0,0,1,3,3000,1,M,0,0,1, ,0,1,1,1, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12530,M,W,35,3,0,0,1,0,0,0,0,0,1, ,0,S,0,0,1, ,2,2,3,2, ,1,2,1,2,4,.43,92.4,5.1,.6,45.1,48.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12531,F,W,36,4,1,0,0,0,0,0,0,1,3,10000,1,F,0,0,5,12,3,2,4,2, ,0,1,0,1,4,.43,92.4,5.1,.6,45.1,48.4,1,0,LIC6809M1,M,M1,0,1,M,0, , , , , ,0, , , , ,1
12532,F,B,21,2,9,0,0,0,0,0,0,1,3,1500,1,F,0,0,3, ,3,2,4,2, ,0,1,2,2,4,.43,92.4,5.1,.6,45.1,48.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12533,M,W,53,5,0,0,0,0,0,0,0,0,1, ,1,F,1,1,5,12,0,1,1,1, ,0,1,0,1,4,.43,92.4,5.1,.6,45.1,48.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12534,F,B,26,3,0,0,0,0,0,0,0,1,3,1500,1,F,0,0,1, ,3,2,4,2, ,0,1,0,1,4,.43,92.4,5.1,.6,45.1,48.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12535,M,W,29,3,1,0,3,1,0,0,0,1,1, ,1,M,0,0,1, ,5,3,6,3, ,7,6,6,4,3.1,.43,88.3,6.2,3.5,42.6,46,1,0,FRD2521F5,F,F5,1,1,F,1,FRD2521F5,FRD,F5,F,1,0, , , , ,1
12536,M,W,41,4,1,4,8,1,1,1,0,1,2,2000,1,F,0,0,5,24,3,2,4,2, ,2,3,5,4,3.1,.43,88.3,6.2,3.5,42.6,46,1,0,LAR2359F9,F,F9,1,1,F,1,LAR2359F9,LAR,F9,F,1,0, , , , ,1
12537,M,W,30,3,0,0,0,0,0,0,0,1,1, ,1,F,0,0,5,.985626283367556,0,1,1,1,3,2,3,1,2,3.1,.43,88.3,6.2,3.5,42.6,46,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12538,F,W,24,2,1,1,1,0,0,0,0,1,1, ,1,F,0,0,5,36,9,5,10,5,5,1,2,4,3,3.4,.47,93.6,3.4,.7,48.2,49.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12539,M,W,30,3,1,6,11,0,5,1,4,1,2,3000,1,F,0,1,5,120,12,6,13,6, ,2,3,9,6,3.4,.47,93.6,3.4,.7,48.2,49.5,1,0,NAR3022F5,F,F5,1,1,F,1,NAR3022F5,NAR,F5,F,1,0, , , , ,1
12540,M,W,31,3,1,2,7,1,0,0,0,0,1, ,1,F,0,0,5,48,9,5,10,5, ,2,3,5,4,3.4,.47,93.6,3.4,.7,48.2,49.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12541,M,W,31,3,1,8,1,0,1,0,1,0,1, ,1,F,0,0,1, ,9,5,10,5, ,1,2,5,4,2.9,.42,94.7,2.3,.8,40.2,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12542,M,W,52,5,1,10,5,0,1,0,1,1,3,2500,1,M,0,0,3, ,6,4,7,4, ,2,3,6,4,2.9,.42,94.7,2.3,.8,40.2,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12543,M,B,29,3,0,0,5,0,0,0,0,0,1, ,0,S,0,0,5,0,4,3,5,3, ,3,4,3,3,2.9,.42,94.7,2.3,.8,40.2,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12544,F,W,41,4,0,0,0,0,0,0,0,1,3,2000,0,S,0,0,1, ,4,3,5,3, ,0,1,0,1,3.5,.44,97.7,.8,.2,46.2,48.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12545,M,W,36,4,0, , , , , , ,1,2,2000,1,F, , ,3, , , , , , , , , , ,3,.41,94,2.6,1,43.1,45.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12546,M,W,29,3,1,0,2,0,0,0,0,0,2,2500,1,M,0,0,5,4,2,2,3,2, ,1,2,2,2,4.2,.46,96,2.3,.5,43.9,46.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
12547,F,W,40,4,0,1,0,0,0,0,0,1,4, ,0,M,0,0,5,0,6,4,7,4, ,1,2,1,2,4.2,.46,96,2.3,.5,43.9,46.7,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
12548,M,W,51,5,1,11,3,0,1,0,1,0,1, ,1,F,0,1,5,120,8,5,9,5, ,2,3,9,6,4.2,.46,96,2.3,.5,43.9,46.7,1,0,LAR2359F9,F,F9,0,1,F,1,LAR2359F9,LAR,F9,F,0,0, , , , ,1
